iter	d	freq
599	132	0
599	133	0
599	134	0
599	135	0
599	136	0
599	137	0
599	138	0
599	139	0
599	140	0
599	141	0
599	142	0
599	143	0
599	144	0
599	145	0
599	146	0
599	147	0
599	148	0
599	149	0
599	150	0
599	151	0
599	152	0
599	153	0
599	154	0
599	155	0
599	156	0
599	157	0
599	158	0
599	159	0
599	160	0
599	161	0
599	162	0
599	163	0
599	164	0
599	165	0
599	166	0
599	167	0
599	168	0
599	169	0
599	170	0
599	171	0
599	172	0
599	173	0
599	174	0
599	175	0
599	176	0
599	177	0
599	178	0
599	179	0
599	180	0
599	181	0
599	182	0
599	183	0
599	184	0
599	185	0
599	186	0
599	187	0
599	188	0
599	189	0
599	190	0
599	191	0
599	192	0
599	193	0
599	194	0
599	195	0
599	196	0
599	197	0
599	198	0
599	199	0
599	200	0
599	201	0
599	202	0
599	203	0
599	204	0
599	205	0
599	206	0
599	207	0
599	208	0
599	209	0
599	210	0
899	1	2477
899	2	1708
899	3	1488
899	4	1362
899	5	1312
899	6	767
899	7	389
899	8	259
899	9	181
899	10	123
899	11	115
899	12	81
899	13	60
899	14	52
899	15	44
899	16	45
899	17	51
899	18	59
899	19	69
899	20	65
899	21	77
899	22	77
899	23	80
899	24	80
899	25	72
899	26	69
899	27	81
899	28	67
899	29	71
899	30	69
899	31	51
899	32	69
899	33	67
899	34	75
899	35	73
899	36	50
899	37	80
899	38	79
899	39	67
899	40	71
899	41	65
899	42	67
899	43	66
899	44	66
899	45	44
899	46	24
899	47	3
899	48	0
899	49	0
899	50	0
899	51	0
899	52	0
899	53	0
899	54	0
899	55	0
899	56	0
899	57	0
899	58	0
899	59	0
899	60	0
899	61	0
899	62	0
899	63	0
899	64	0
899	65	0
899	66	0
899	67	0
899	68	0
899	69	0
899	70	0
899	71	0
899	72	0
899	73	0
899	74	0
899	75	0
899	76	0
899	77	0
899	78	0
899	79	0
899	80	0
899	81	0
899	82	0
899	83	0
899	84	0
899	85	0
899	86	0
899	87	0
899	88	0
899	89	0
899	90	0
899	91	0
899	92	0
899	93	0
899	94	0
899	95	0
899	96	0
899	97	0
899	98	0
899	99	0
899	100	0
899	101	0
899	102	0
899	103	0
899	104	0
899	105	0
899	106	0
899	107	0
899	108	0
899	109	0
899	110	0
899	111	0
899	112	0
899	113	0
899	114	0
899	115	0
899	116	0
899	117	0
899	118	0
899	119	0
899	120	0
899	121	0
899	122	0
899	123	0
899	124	0
899	125	0
899	126	0
899	127	0
899	128	0
899	129	0
899	130	0
899	131	0
899	132	0
899	133	0
899	134	0
899	135	0
899	136	0
899	137	0
899	138	0
899	139	0
899	140	0
899	141	0
899	142	0
899	143	0
899	144	0
899	145	0
899	146	0
899	147	0
899	148	0
899	149	0
899	150	0
899	151	0
899	152	0
899	153	0
899	154	0
899	155	0
899	156	0
899	157	0
899	158	0
899	159	0
899	160	0
899	161	0
899	162	0
899	163	0
899	164	0
899	165	0
899	166	0
899	167	0
899	168	0
899	169	0
899	170	0
899	171	0
899	172	0
899	173	0
899	174	0
899	175	0
899	176	0
899	177	0
899	178	0
899	179	0
899	180	0
899	181	0
899	182	0
899	183	0
899	184	0
899	185	0
899	186	0
899	187	0
899	188	0
899	189	0
899	190	0
899	191	0
899	192	0
899	193	0
899	194	0
899	195	0
899	196	0
899	197	0
899	198	0
899	199	0
899	200	0
899	201	0
899	202	0
899	203	0
899	204	0
899	205	0
899	206	0
899	207	0
899	208	0
899	209	0
899	210	0
1199	1	2463
1199	2	1689
1199	3	1536
1199	4	1326
1199	5	1252
1199	6	802
1199	7	459
1199	8	323
1199	9	227
1199	10	129
1199	11	102
1199	12	99
1199	13	84
1199	14	82
1199	15	63
1199	16	46
1199	17	52
1199	18	33
1199	19	38
1199	20	32
1199	21	39
1199	22	38
1199	23	38
1199	24	40
1199	25	42
1199	26	45
1199	27	52
1199	28	47
1199	29	54
1199	30	44
1199	31	38
1199	32	36
1199	33	38
1199	34	31
1199	35	35
1199	36	34
1199	37	48
1199	38	48
1199	39	41
1199	40	50
1199	41	59
1199	42	60
1199	43	59
1199	44	82
1199	45	74
1199	46	63
1199	47	70
1199	48	86
1199	49	61
1199	50	41
1199	51	3
1199	52	0
1199	53	0
1199	54	0
1199	55	0
1199	56	0
1199	57	0
1199	58	0
1199	59	0
1199	60	0
1199	61	0
1199	62	0
1199	63	0
1199	64	0
1199	65	0
1199	66	0
1199	67	0
1199	68	0
1199	69	0
1199	70	0
1199	71	0
1199	72	0
1199	73	0
1199	74	0
1199	75	0
1199	76	0
1199	77	0
1199	78	0
1199	79	0
1199	80	0
1199	81	0
1199	82	0
1199	83	0
1199	84	0
1199	85	0
1199	86	0
1199	87	0
1199	88	0
1199	89	0
1199	90	0
1199	91	0
1199	92	0
1199	93	0
1199	94	0
1199	95	0
1199	96	0
1199	97	0
1199	98	0
1199	99	0
1199	100	0
1199	101	0
1199	102	0
1199	103	0
1199	104	0
1199	105	0
1199	106	0
1199	107	0
1199	108	0
1199	109	0
1199	110	0
1199	111	0
1199	112	0
1199	113	0
1199	114	0
1199	115	0
1199	116	0
1199	117	0
1199	118	0
1199	119	0
1199	120	0
1199	121	0
1199	122	0
1199	123	0
1199	124	0
1199	125	0
1199	126	0
1199	127	0
1199	128	0
1199	129	0
1199	130	0
1199	131	0
1199	132	0
1199	133	0
1199	134	0
1199	135	0
1199	136	0
1199	137	0
1199	138	0
1199	139	0
1199	140	0
1199	141	0
1199	142	0
1199	143	0
1199	144	0
1199	145	0
1199	146	0
1199	147	0
1199	148	0
1199	149	0
1199	150	0
1199	151	0
1199	152	0
1199	153	0
1199	154	0
1199	155	0
1199	156	0
1199	157	0
1199	158	0
1199	159	0
1199	160	0
1199	161	0
1199	162	0
1199	163	0
1199	164	0
1199	165	0
1199	166	0
1199	167	0
1199	168	0
1199	169	0
1199	170	0
1199	171	0
1199	172	0
1199	173	0
1199	174	0
1199	175	0
1199	176	0
1199	177	0
1199	178	0
1199	179	0
1199	180	0
1199	181	0
1199	182	0
1199	183	0
1199	184	0
1199	185	0
1199	186	0
1199	187	0
1199	188	0
1199	189	0
1199	190	0
1199	191	0
1199	192	0
1199	193	0
1199	194	0
1199	195	0
1199	196	0
1199	197	0
1199	198	0
1199	199	0
1199	200	0
1199	201	0
1199	202	0
1199	203	0
1199	204	0
1199	205	0
1199	206	0
1199	207	0
1199	208	0
1199	209	0
1199	210	0
